price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,shipping_is_express,countries_shipped_to,has_urgency_banner,origin_country,merchant_rating_count,merchant_rating,merchant_has_profile_picture
8.0,7,100,1,3.89,9,5.0,2.0,0.0,0.0,2.0,0,0,0,0,green,S,25,3,0,28,0.0,CN,88193,4.0808907736441675,1
8.0,7,100,0,3.14,29,9.0,4.0,6.0,2.0,8.0,0,0,0,0,yellow,XS,5,2,0,32,0.0,CN,89,4.067415730337078,0
11.0,84,1000,0,3.98,792,398.0,163.0,112.0,54.0,65.0,0,0,0,0,pink & grey,XL,50,2,0,137,0.0,CN,6460,4.141021671826627,0
6.0,22,5000,0,4.04,548,305.0,87.0,78.0,29.0,49.0,0,0,0,0,pink,S,21,2,0,55,1.0,CN,7076,3.968061051441493,0
11.0,10,1000,1,3.76,168,77.0,32.0,26.0,7.0,26.0,0,0,0,0,black,M,50,3,0,42,0.0,CN,1452,3.7355371900826446,0
9.0,8,100,1,4.16,31,17.0,7.0,4.0,1.0,2.0,0,0,0,0,gray,S,20,3,0,35,0.0,CN,2869,3.9745555942837223,0
8.0,26,100,0,3.07,14,3.0,2.0,5.0,1.0,3.0,0,0,0,0,black,XXL,50,2,0,40,1.0,CN,43,3.1860465116279064,0
3.78,4,1000,1,3.35,79,30.0,13.0,11.0,5.0,20.0,0,0,0,0,red,XS,1,1,0,38,0.0,,105015,3.789601485502071,0
8.0,7,100,0,3.89,9,5.0,2.0,0.0,0.0,2.0,0,0,0,0,white,S,50,2,0,124,0.0,CN,32724,4.101118445177852,0
6.0,145,100,1,3.83,52,23.0,13.0,5.0,6.0,5.0,0,0,0,0,green,XS,49,2,0,49,0.0,CN,2602,4.159492697924674,0
8.0,17,1000,0,3.96,288,133.0,75.0,39.0,18.0,23.0,0,0,0,0,white,M,50,3,0,32,0.0,CN,892,3.9013452914798212,0
9.0,36,20000,0,4.09,4345,2341.0,878.0,607.0,230.0,289.0,0,0,0,0,black,S,50,3,0,42,0.0,CN,49327,4.168345936302633,0
5.65,5,5000,1,4.06,998,526.0,202.0,147.0,46.0,77.0,0,0,0,0,black,S,50,1,0,65,0.0,CN,92654,4.251721458328837,1
3.0,3,100,0,3.4,15,5.0,3.0,2.0,3.0,2.0,0,0,0,0,beige,XS,3,1,0,36,0.0,CN,268,3.8917910447761193,0
8.0,10,50,0,3.8,5,3.0,0.0,1.0,0.0,1.0,0,0,0,0,blue,XS,5,2,0,23,0.0,CN,129,3.7906976744186047,0
5.74,59,1000,0,3.99,71,41.0,7.0,10.0,7.0,6.0,0,0,0,0,winered,XS,3,1,0,43,0.0,CN,3161,4.181588105030054,0
5.0,5,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,white,S,50,2,0,8,1.0,CN,129,3.8372093023255816,0
8.0,7,20000,1,3.61,5641,2245.0,1059.0,999.0,562.0,776.0,0,0,0,0,multicolor,XXS,50,2,0,38,0.0,CN,70773,4.038319698189988,0
3.67,4,10000,1,4.31,2072,1314.0,374.0,208.0,73.0,103.0,0,0,0,0,black,Women Size 36,50,1,0,138,0.0,CN,11333,4.395746933733346,1
7.0,50,1000,0,3.49,49,16.0,11.0,10.0,5.0,7.0,0,0,0,0,Army green,S,50,2,0,132,1.0,CN,1290,4.011627906976744,0
8.0,7,5000,1,3.69,894,396.0,161.0,128.0,78.0,131.0,0,0,0,0,yellow,S,17,3,0,33,0.0,CN,3209,4.27859146151449,0
11.0,10,1000,0,3.64,357,155.0,65.0,51.0,25.0,61.0,0,0,0,0,blue,S,50,2,0,41,0.0,CN,39381,4.0663264010563465,0
8.0,7,50,0,4.0,6,2.0,2.0,2.0,0.0,0.0,0,0,0,0,lightblue,XS,4,3,0,42,1.0,CN,19281,4.159898345521499,0
22.0,169,1000,1,3.38,542,195.0,93.0,92.0,49.0,113.0,0,0,0,0,white,M,50,5,0,35,1.0,CN,9341,4.147414623701959,0
8.0,7,10000,1,3.7,2441,1070.0,460.0,373.0,181.0,357.0,0,0,0,0,white,S,50,3,0,41,0.0,CN,39381,4.0663264010563465,0
19.0,26,1000,1,3.01,205,57.0,25.0,43.0,23.0,57.0,2,1,0,1,multicolor,L,10,6,0,47,0.0,CN,5048,4.1596671949286845,0
11.0,10,1000,0,3.67,215,94.0,32.0,40.0,23.0,26.0,0,0,0,0,pink,S,50,2,0,39,0.0,CN,2377,4.063525452250737,0
6.0,6,1000,0,4.17,505,295.0,108.0,36.0,23.0,43.0,0,0,0,0,pink,XS,9,2,0,37,0.0,CN,2996,4.348798397863819,0
7.0,56,5000,1,4.16,1378,747.0,317.0,172.0,66.0,76.0,0,0,0,0,pink,S,15,2,0,41,0.0,CN,25222,4.001546269130125,0
7.0,6,10000,1,3.84,1978,951.0,368.0,285.0,144.0,230.0,0,0,0,0,white,XS,10,2,0,20,0.0,CN,7069,4.055028999858537,0
8.0,11,100,0,2.81,21,5.0,2.0,4.0,4.0,6.0,0,0,0,0,winered,S,50,2,0,17,1.0,CN,31,3.5806451612903225,0
14.0,26,100,0,3.61,72,31.0,14.0,8.0,6.0,13.0,0,0,0,0,grey,XS,2,3,0,39,0.0,CN,7385,4.087339201083277,0
6.0,6,100,1,3.67,27,9.0,8.0,5.0,2.0,3.0,0,0,0,0,coffee,XXS,5,2,0,38,1.0,CN,4705,4.040595111583422,0
11.0,12,5000,0,3.45,1045,383.0,181.0,188.0,109.0,184.0,0,0,0,0,black,S,50,2,0,79,0.0,CN,1490,3.946308724832215,0
6.0,21,5000,0,3.18,573,174.0,96.0,97.0,69.0,137.0,0,0,0,0,rose,S,13,2,0,34,0.0,CN,9827,4.113869950137377,1
7.0,47,5000,0,4.02,556,308.0,90.0,69.0,39.0,50.0,0,0,0,0,multicolor,M,50,2,0,42,0.0,CN,35262,3.9394815949180417,0
6.0,76,10000,1,4.29,1741,1074.0,324.0,191.0,73.0,79.0,1,0,1,0,black,S,50,2,0,32,0.0,CN,28159,4.183387194147518,0
7.0,16,10000,0,3.71,1792,802.0,331.0,255.0,146.0,258.0,0,0,0,0,red,S,50,2,0,45,0.0,CN,1702,3.907168037602821,0
9.0,65,1000,1,3.7,162,70.0,32.0,26.0,10.0,24.0,0,0,0,0,red,M,50,3,0,36,0.0,CN,3373,3.9647198339756895,0
8.0,10,50,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,XS,5,2,0,23,0.0,CN,127,3.874015748031496,0
11.0,84,100,1,3.61,18,6.0,5.0,4.0,0.0,3.0,0,0,0,0,gray,XS,5,2,0,27,0.0,CN,435,3.855172413793104,0
8.0,7,100000,1,3.76,11062,4663.0,2418.0,1868.0,842.0,1271.0,0,0,0,0,light green,M,10,2,0,38,0.0,CN,108048,4.0525044424700125,1
18.0,17,10000,0,4.17,3229,1834.0,691.0,340.0,140.0,224.0,0,0,0,0,leopard,US 6.5 (EU 37),18,5,0,39,0.0,CN,3309,4.2505288606829845,0
11.0,30,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,S,50,3,0,78,1.0,CN,22621,4.295123999823173,0
4.83,51,50,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,white,XS,3,1,0,39,1.0,VE,57,3.8245614035087723,0
8.0,7,100,1,4.57,7,5.0,1.0,1.0,0.0,0.0,0,0,0,0,black & white,XS,2,3,0,37,0.0,CN,610,3.8147540983606567,0
5.85,13,1000,1,3.16,602,186.0,104.0,97.0,52.0,163.0,0,0,0,0,blue,XS,9,2,0,38,1.0,CN,25631,3.8947368421052633,0
11.0,10,100,1,3.96,25,17.0,0.0,2.0,2.0,4.0,2,1,1,0,red,XS,50,2,0,27,1.0,CN,794,4.2770780856423185,0
9.0,34,100,1,4.44,18,13.0,3.0,0.0,1.0,1.0,0,0,0,0,black,M,50,3,0,39,0.0,CN,1385,4.124909747292419,0
15.0,101,1000,0,3.91,646,334.0,106.0,94.0,41.0,71.0,1,1,0,0,yellow,L,22,4,0,40,0.0,CN,29044,4.160274066932931,1
5.0,5,1000,0,4.06,197,109.0,37.0,25.0,6.0,20.0,0,0,0,0,white,M,50,2,0,39,0.0,CN,2610,4.15823754789272,0
8.0,7,100,1,3.52,23,9.0,3.0,4.0,5.0,2.0,0,0,0,0,pink,S,17,3,0,41,1.0,CN,139223,3.933581376640354,0
5.69,5,5000,0,4.26,798,469.0,174.0,88.0,30.0,37.0,1,0,1,0,black,M,50,1,0,51,1.0,US,2199,4.236471123237837,0
6.0,6,100,0,4.0,8,5.0,0.0,1.0,2.0,0.0,0,0,0,0,white & green,XS,5,2,0,23,1.0,CN,127,3.874015748031496,0
8.0,8,5000,1,4.03,579,295.0,119.0,87.0,42.0,36.0,0,0,0,0,black,M,50,2,0,41,1.0,CN,23832,4.020434709634105,0
6.0,41,5000,1,4.1,939,496.0,209.0,124.0,49.0,61.0,0,0,0,0,white,S,47,2,0,41,0.0,CN,9926,3.9492242595204514,0
11.0,89,100,0,3.77,48,22.0,8.0,9.0,3.0,6.0,0,0,0,0,orange-red,S,4,2,0,37,0.0,CN,104269,4.253287170683522,0
1.72,56,100,1,4.0,6,3.0,1.0,1.0,1.0,0.0,0,0,0,0,red,XXXS,5,1,0,27,0.0,CN,1338,4.097159940209267,0
5.78,26,10000,0,3.84,1426,659.0,287.0,219.0,112.0,149.0,0,0,0,0,white,S,50,2,0,37,0.0,CN,3549,3.9822485207100593,0
11.0,10,5000,0,4.23,1109,658.0,217.0,131.0,33.0,70.0,0,0,0,0,black,M,50,2,0,48,1.0,CN,5781,4.274865940148763,0
12.0,11,1000,0,3.67,646,261.0,140.0,109.0,43.0,93.0,0,0,0,0,white,S,50,3,0,24,0.0,CN,870,3.8919540229885063,0
8.0,42,1000,0,3.5,409,158.0,67.0,74.0,41.0,69.0,0,0,0,0,orange,S,50,3,0,41,0.0,CN,8433,3.8759634768172657,0
1.89,2,100,0,3.46,39,16.0,8.0,2.0,4.0,9.0,0,0,0,0,black,XS,1,1,0,33,0.0,CN,540,4.105555555555555,0
12.0,17,1000,0,4.21,103,60.0,20.0,13.0,5.0,5.0,0,0,0,0,white,M,50,3,0,43,0.0,CN,20478,3.9103428069147377,1
6.0,6,10000,1,3.6,569,243.0,90.0,88.0,59.0,89.0,0,0,0,0,pink,XS,2,2,0,20,1.0,CN,7314,3.938200710965272,0
4.0,4,5000,1,4.28,1754,1064.0,353.0,184.0,65.0,88.0,1,0,1,0,navyblue,XS,4,1,0,18,0.0,CN,15538,4.156197708842837,0
7.0,33,100,0,2.75,8,3.0,0.0,1.0,0.0,4.0,0,0,0,0,blue,S,29,2,0,43,0.0,CN,41623,3.9174494870624414,1
8.0,7,100,0,3.9,21,9.0,7.0,2.0,0.0,3.0,0,0,0,0,purple,SIZE XS,50,3,0,21,0.0,CN,6126,4.3183153770812925,1
5.0,5,100,0,4.5,6,4.0,1.0,1.0,0.0,0.0,0,0,0,0,pink,S,50,2,0,45,0.0,CN,10600,3.8675471698113206,0
5.84,5,10000,0,3.45,1312,491.0,217.0,228.0,145.0,231.0,0,0,0,0,grey,S,43,1,0,48,0.0,CN,32168,3.8845436458592384,0
8.0,13,10000,0,3.99,2753,1428.0,522.0,385.0,171.0,247.0,0,0,0,0,grey,S,50,3,0,44,0.0,CN,33148,3.97562447206468,0
19.0,21,5000,0,4.09,1561,897.0,289.0,149.0,74.0,152.0,0,0,0,0,blue,26(Waist 72cm 28inch),1,6,0,40,1.0,CN,9116,4.092913558578323,1
11.0,10,100,1,3.54,13,5.0,3.0,1.0,2.0,2.0,0,0,0,0,black,XL,50,2,0,42,0.0,CN,885,4.15593220338983,1
3.85,10,50,0,3.33,3,1.0,1.0,0.0,0.0,1.0,0,0,0,0,purple,Size XXS,7,1,0,25,0.0,CN,7676,4.039473684210527,0
9.0,48,1000,1,4.01,135,69.0,25.0,23.0,10.0,8.0,0,0,0,0,purple,M,50,3,0,25,0.0,CN,6632,3.7487937273823886,0
8.0,9,7,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,orange,XXS,5,3,0,38,0.0,CN,108048,4.0525044424700125,1
11.0,10,1000,0,4.0,221,103.0,59.0,33.0,7.0,19.0,0,0,0,0,white,M,6,3,0,36,1.0,CN,73119,4.004267016780864,1
6.0,13,20000,1,3.85,1124,572.0,183.0,153.0,62.0,154.0,0,0,0,0,red,S,50,2,0,40,1.0,CN,15076,4.084969487927832,0
5.0,33,100000,0,3.98,13789,6862.0,2836.0,2131.0,901.0,1059.0,0,0,0,0,orange,S,50,1,0,41,0.0,CN,366898,4.036080872613097,0
16.0,14,100,1,4.05,82,43.0,18.0,11.0,2.0,8.0,0,0,0,0,white,S,50,5,0,36,1.0,CN,514,4.217898832684825,0
13.0,11,100,0,3.91,11,7.0,1.0,0.0,1.0,2.0,0,0,0,0,yellow,S,50,3,0,28,0.0,CN,38,3.4736842105263164,0
9.0,34,100,1,3.14,28,8.0,6.0,3.0,4.0,7.0,0,0,0,0,navyblue,XS,50,3,0,40,1.0,CN,1472,3.5346467391304346,0
7.0,6,100,1,3.64,11,4.0,4.0,0.0,1.0,2.0,0,0,0,0,pink,S,50,2,0,104,0.0,CN,855,4.264327485380116,0
6.0,6,20000,0,3.96,4082,2138.0,667.0,637.0,255.0,385.0,0,0,0,0,white,S,50,2,0,40,0.0,CN,45964,3.998651118266469,0
8.0,7,10000,1,3.71,903,378.0,190.0,143.0,80.0,112.0,0,0,0,0,dustypink,S,50,2,0,35,0.0,CN,12974,3.965700632033297,0
4.7,17,100,1,4.0,10,4.0,3.0,2.0,1.0,0.0,0,0,0,0,blue,XS,3,1,0,43,0.0,CN,80093,4.006692220293909,0
4.0,4,10000,1,3.45,1412,504.0,299.0,211.0,129.0,269.0,0,0,0,0,white,XXS,46,1,0,45,1.0,CN,21412,4.149262096020923,0
8.0,7,5000,1,3.57,309,111.0,64.0,63.0,33.0,38.0,0,0,0,0,white,S,50,2,0,41,1.0,CN,5365,3.9459459459459465,0
16.0,59,1000,1,3.5,222,81.0,44.0,42.0,14.0,41.0,0,0,0,0,black,29,50,4,0,43,0.0,CN,3743,3.89714133048357,0
11.0,10,100,0,3.29,38,13.0,5.0,8.0,4.0,8.0,0,0,0,0,blue,M,50,3,0,80,1.0,CN,168,3.7321428571428568,0
5.77,5,10000,0,3.85,2892,1352.0,574.0,443.0,227.0,296.0,0,0,0,0,black,S,50,2,0,43,0.0,CN,19735,3.975069673169496,0
8.0,84,10000,0,4.19,3679,2077.0,783.0,446.0,192.0,181.0,1,0,1,0,black,M,50,3,0,37,1.0,CN,80713,4.1878136111902675,0
14.0,13,100,0,4.5,113,82.0,17.0,7.0,3.0,4.0,1,0,1,0,grey,S,50,3,0,40,1.0,CN,7627,4.0477251868362405,0
6.0,26,100,0,3.25,12,2.0,2.0,6.0,1.0,1.0,0,0,0,0,black,XS,50,2,0,40,1.0,CN,99,3.646464646464647,0
13.0,11,100,1,4.0,4,3.0,0.0,0.0,0.0,1.0,0,0,0,0,yellow,S,29,3,0,42,0.0,CN,45151,4.0329560807069615,0
11.0,50,20000,0,4.22,2878,1646.0,632.0,324.0,126.0,150.0,1,0,1,0,White,M,50,3,0,43,0.0,CN,36361,3.9675201452105284,0
4.0,4,5000,0,3.39,783,268.0,129.0,155.0,102.0,129.0,0,0,0,0,pink,S,7,1,0,48,0.0,CN,32168,3.8845436458592384,0
5.77,16,1000,0,3.72,687,281.0,151.0,114.0,61.0,80.0,0,0,0,0,black,L,50,2,0,44,0.0,CN,6570,4.220091324200913,0
9.0,50,20000,0,4.17,2440,1415.0,448.0,305.0,116.0,156.0,0,0,0,0,black,M,50,3,0,41,0.0,CN,15106,4.007149477028995,0
11.0,16,10000,1,3.75,1586,716.0,284.0,260.0,118.0,208.0,0,0,0,0,black,XS,50,2,0,42,0.0,CN,120781,4.15239979798147,1
7.0,6,50,0,4.0,4,3.0,0.0,0.0,0.0,1.0,0,0,0,0,blue,XS,50,2,0,139,0.0,CN,34,4.352941176470588,0
9.0,22,1000,1,4.24,131,79.0,25.0,14.0,6.0,7.0,0,0,0,0,grey,S,7,3,0,51,0.0,CN,4516,4.231842338352524,0
5.8100000000000005,34,1000,1,3.54,54,19.0,8.0,17.0,3.0,7.0,0,0,0,0,red,XS,2,2,0,43,0.0,CN,80093,4.006692220293909,0
11.0,59,100,0,3.66,56,20.0,14.0,10.0,7.0,5.0,0,0,0,0,winered,M,50,3,0,54,1.0,CN,4811,4.194554146747039,0
11.0,10,20000,0,3.69,2160,985.0,356.0,320.0,156.0,343.0,0,0,0,0,red,S,50,2,0,37,1.0,CN,5281,4.023291043363,1
8.0,7,5000,1,3.53,876,355.0,168.0,112.0,70.0,171.0,0,0,0,0,blue,XXS,50,3,0,42,1.0,CN,2510,3.9035856573705177,0
11.0,10,10000,0,3.65,2422,1056.0,419.0,375.0,190.0,382.0,0,0,0,0,white,S,50,3,0,46,1.0,CN,78616,4.310432990739798,0
6.0,6,5000,0,4.07,844,440.0,187.0,114.0,44.0,59.0,0,0,0,0,white,XS,50,2,0,24,0.0,CN,10474,3.908535421042582,0
5.0,6,5000,0,4.07,824,441.0,165.0,112.0,43.0,63.0,0,0,0,0,gray,S,50,1,0,41,1.0,CN,32778,4.048355604368783,0
6.0,6,5000,1,3.92,609,306.0,112.0,88.0,41.0,62.0,0,0,0,0,purple,XS,50,2,0,38,0.0,CN,1411,3.9234585400425233,0
8.0,7,5000,1,4.02,1061,536.0,212.0,180.0,63.0,70.0,0,0,0,0,black,S,50,2,0,43,1.0,CN,42919,4.105967054218412,0
13.0,26,100,0,4.06,113,65.0,16.0,15.0,8.0,9.0,0,0,0,0,,1pc,50,3,0,35,0.0,CN,3682,4.4630635524171645,0
11.0,10,100,0,3.73,22,9.0,5.0,4.0,1.0,3.0,0,0,0,0,yellow,100 cm,5,3,0,68,0.0,CN,1746,4.024054982817868,0
5.65,25,10000,0,3.65,418,180.0,74.0,65.0,36.0,63.0,0,0,0,0,purple,One Size,50,1,0,43,0.0,CN,23465,4.01760068186661,1
4.83,51,50,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,white,XS,3,1,0,39,0.0,VE,57,3.8245614035087723,0
8.0,16,10000,0,4.04,1589,770.0,391.0,248.0,77.0,103.0,0,0,0,0,white,S,9,2,0,43,1.0,CN,3665,4.194270122783084,0
3.0,3,100,1,4.29,58,36.0,13.0,3.0,2.0,4.0,1,0,1,0,black,S,5,1,0,34,1.0,CN,1050,3.883809523809524,0
8.0,7,50,0,3.88,8,5.0,1.0,0.0,0.0,2.0,0,0,0,0,yellow,XS,1,2,0,25,0.0,CN,334,3.736526946107785,0
13.0,14,10000,0,3.74,1938,870.0,366.0,287.0,159.0,256.0,0,0,0,0,blue,S,50,3,0,18,0.0,CN,5466,3.9410903768752283,0
11.0,88,5000,0,4.1,1514,819.0,323.0,188.0,71.0,113.0,0,0,0,0,star,S,25,3,0,35,0.0,CN,35751,4.0221532264831765,1
7.0,22,10,0,3.5,4,1.0,1.0,1.0,1.0,0.0,0,0,0,0,pink,XS,3,2,0,37,0.0,CN,1531,3.7602873938602217,0
5.0,5,5000,0,3.97,538,287.0,90.0,69.0,41.0,51.0,0,0,0,0,white,XS,6,2,0,29,1.0,CN,6876,3.775450843513671,0
6.0,6,1000,0,3.84,309,146.0,53.0,51.0,32.0,27.0,0,0,0,0,black,XXL,50,2,0,39,1.0,CN,24564,3.9288796612929486,0
13.0,11,100,1,4.0,4,3.0,0.0,0.0,0.0,1.0,0,0,0,0,yellow,S,29,3,0,42,1.0,CN,45151,4.0329560807069615,0
3.0,3,20000,1,4.12,2826,1573.0,546.0,374.0,147.0,186.0,0,0,0,0,purple,S,6,1,0,49,0.0,CN,55670,4.1214837434884135,1
12.0,26,5000,0,4.16,663,385.0,119.0,84.0,28.0,47.0,0,0,0,0,white,S,50,3,0,43,0.0,CN,18029,4.1006156747462414,0
11.0,10,100,1,3.09,22,5.0,5.0,4.0,3.0,5.0,0,0,0,0,black,S,50,3,0,38,1.0,CN,16487,3.967610844908109,0
8.0,118,10000,0,3.85,2519,1158.0,545.0,370.0,181.0,265.0,0,0,0,0,white & black,S,50,2,0,43,0.0,CN,23485,4.02469661486055,0
5.85,13,1000,1,3.16,602,186.0,104.0,97.0,52.0,163.0,0,0,0,0,blue,XS,9,2,0,38,0.0,CN,25631,3.8947368421052633,0
6.0,6,100,0,3.07,55,17.0,6.0,11.0,6.0,15.0,0,0,0,0,black,XS,1,2,0,27,0.0,CN,23161,3.930572945900436,0
9.0,57,1000,0,3.63,146,61.0,32.0,15.0,14.0,24.0,0,0,0,0,black,S,50,3,0,71,0.0,US,14442,4.1430549785348285,0
8.0,7,1000,0,3.6,141,64.0,22.0,19.0,7.0,29.0,0,0,0,0,pink,S,50,3,0,24,0.0,CN,3771,3.881463802704853,0
5.0,5,100,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,black,L,13,2,0,41,0.0,CN,5316,4.224604966139955,0
8.0,7,50,0,3.71,7,4.0,0.0,1.0,1.0,1.0,0,0,0,0,grey,XS,5,2,0,23,0.0,CN,211,3.5450236966824646,0
9.0,8,20000,1,3.94,4304,2089.0,901.0,650.0,287.0,377.0,0,0,0,0,white,M,50,3,0,41,1.0,CN,18877,4.079885575038406,0
8.0,7,10000,1,3.32,1061,351.0,192.0,184.0,110.0,224.0,0,0,0,0,purple,M,30,3,0,28,0.0,CN,88193,4.0808907736441675,1
4.8100000000000005,5,100,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,XS,5,1,0,47,1.0,CN,6,4.333333333333333,0
14.0,104,100,1,3.44,71,20.0,17.0,19.0,4.0,11.0,0,0,0,0,orange,S,50,4,0,31,0.0,CN,151,3.7615894039735096,0
8.0,7,50,0,3.88,8,5.0,1.0,0.0,0.0,2.0,0,0,0,0,yellow,XS,1,2,0,25,0.0,CN,334,3.736526946107785,0
8.0,26,100,0,5.0,13,13.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,S,50,2,0,33,1.0,CN,138,3.659420289855072,0
7.0,81,100,1,3.57,23,10.0,2.0,5.0,3.0,3.0,0,0,0,0,green,XS,30,2,0,43,0.0,CN,7602,3.8566166798211,1
3.0,3,100,0,3.67,12,4.0,3.0,3.0,1.0,1.0,0,0,0,0,white,XXS,2,1,0,40,1.0,CN,38100,4.291469816272966,0
8.0,8,1000,0,3.63,187,80.0,33.0,31.0,11.0,32.0,0,0,0,0,white,S,50,3,0,38,1.0,CN,1761,4.089721749006246,0
8.0,10,100,0,3.5,6,3.0,0.0,1.0,1.0,1.0,0,0,0,0,yellow,XS,5,2,0,20,1.0,CN,117,3.7863247863247858,0
12.0,11,5000,0,3.34,887,305.0,161.0,140.0,97.0,184.0,0,0,0,0,blue,S,50,3,0,14,0.0,CN,1021,3.681684622918707,1
11.0,22,100,1,2.71,24,6.0,2.0,5.0,1.0,10.0,2,1,0,1,black,SIZE-4XL,1,2,0,43,0.0,CN,746,4.018766756032171,0
8.0,7,100,1,3.0,11,3.0,1.0,3.0,1.0,3.0,0,0,0,0,white,S,50,2,0,35,0.0,CN,5768,4.484396671289876,0
8.0,7,100,0,4.39,111,77.0,14.0,10.0,6.0,4.0,1,0,1,0,multicolor,S,50,3,0,38,0.0,CN,1290,4.212403100775194,0
6.0,30,1000,0,3.53,325,130.0,61.0,48.0,24.0,62.0,0,0,0,0,blue,S,50,2,0,41,0.0,CN,383,3.7937336814621414,0
11.0,26,100,0,4.25,12,8.0,2.0,0.0,1.0,1.0,0,0,0,0,multicolor,1,50,2,0,70,0.0,CN,874,4.054919908466819,1
8.0,7,100,1,3.86,28,14.0,4.0,5.0,2.0,3.0,0,0,0,0,red,XS,2,3,0,28,1.0,CN,889,4.390326209223847,0
8.0,7,1000,0,3.58,605,210.0,144.0,117.0,56.0,78.0,0,0,0,0,white,S,24,2,0,36,0.0,CN,21226,4.014180721756337,0
9.0,9,10000,1,3.74,2148,822.0,539.0,410.0,169.0,208.0,0,0,0,0,white,S,50,3,0,44,0.0,CN,246312,4.2037253564584764,0
14.0,12,10,0,5.0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,pink,S,5,3,0,41,0.0,CN,9217,4.173049799283932,0
13.0,11,5000,1,3.88,1224,569.0,278.0,175.0,67.0,135.0,0,0,0,0,red,XL,34,3,0,19,0.0,CN,56745,3.9810732223103362,0
4.84,5,100,1,4.09,57,30.0,12.0,10.0,0.0,5.0,0,0,0,0,white,XS,2,1,0,43,0.0,CN,16099,3.9514876700416175,1
5.0,5,1000,0,4.11,94,54.0,16.0,13.0,2.0,9.0,0,0,0,0,purple,L,50,2,0,43,0.0,CN,10436,4.044844768110386,0
14.0,89,5000,1,3.43,647,227.0,134.0,98.0,64.0,124.0,0,0,0,0,orange-red,S,9,3,0,40,0.0,CN,5985,4.231746031746032,0
3.0,60,100,1,3.57,28,12.0,6.0,2.0,2.0,6.0,1,0,0,1,grey,XXXS,1,1,0,27,0.0,CN,1500,3.952,0
7.0,6,10000,0,3.35,1786,660.0,264.0,301.0,162.0,399.0,0,0,0,0,pink,S,4,2,0,47,0.0,CN,3566,3.7324733595064497,0
5.0,5,50000,0,3.93,7088,3367.0,1510.0,1148.0,469.0,594.0,0,0,0,0,blue,S,50,1,0,29,0.0,CN,11481,4.095287866910549,0
9.0,8,100,0,4.07,27,14.0,8.0,1.0,1.0,3.0,0,0,0,0,yellow,M,50,3,0,22,0.0,US,34975,4.336583273766976,0
9.0,8,1000,1,4.22,237,138.0,50.0,26.0,9.0,14.0,0,0,0,0,black,M,50,3,0,138,0.0,CN,96838,4.264658501827795,0
8.0,11,1000,0,4.13,127,70.0,30.0,10.0,7.0,10.0,0,0,0,0,apricot,S,50,3,0,15,1.0,CN,173,4.30635838150289,0
11.0,10,2,0,2.0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,yellow,S,50,3,0,19,0.0,CN,21307,3.999061341343221,0
19.0,17,5000,0,3.77,1163,559.0,212.0,135.0,77.0,180.0,1,1,0,0,skyblue,,2,5,0,27,1.0,CN,15173,3.959994727476438,0
8.0,25,10000,0,3.65,2324,1009.0,401.0,358.0,212.0,344.0,0,0,0,0,yellow,S,50,3,0,39,0.0,CN,30292,4.227584840882081,1
7.0,6,10000,0,3.91,1797,885.0,366.0,230.0,139.0,177.0,0,0,0,0,burgundy,S,50,2,0,32,0.0,CN,9938,4.124874220165023,0
9.0,8,100,1,3.18,72,17.0,19.0,12.0,8.0,16.0,0,0,0,0,red,S,10,3,0,26,1.0,CN,288,3.7291666666666665,0
12.0,11,5000,0,3.11,434,146.0,58.0,59.0,38.0,133.0,0,0,0,0,pink,XS,3,3,0,29,0.0,CN,6876,3.775450843513671,0
8.0,7,100,0,3.9,21,9.0,7.0,2.0,0.0,3.0,0,0,0,0,purple,SIZE XS,50,3,0,21,1.0,CN,6126,4.3183153770812925,1
7.0,6,1000,0,3.19,245,77.0,44.0,39.0,19.0,66.0,0,0,0,0,armygreen,M,50,2,0,43,0.0,CN,9341,4.012953645219998,1
8.0,17,1000,1,3.93,426,216.0,77.0,60.0,34.0,39.0,0,0,0,0,black,M,50,2,0,41,0.0,CN,5807,3.984157051833993,0
8.0,7,10,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,grey,M,50,3,0,10,0.0,CN,27175,3.966034958601656,0
11.0,10,20000,0,4.32,3648,2418.0,548.0,327.0,126.0,229.0,1,0,1,0,black,XL,1,2,0,39,0.0,CN,4448,4.29226618705036,0
